Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023/06/07 10:57:14 AM GMT+5:30,26,Others,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,No,3,No,2,3,User-friendly website/app interface,Product quality and accuracy
2023/06/07 10:58:27 AM GMT+5:30,30,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/07 11:41:56 AM GMT+5:30,37,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Sometimes,2,3,Wide product selection,Product quality and accuracy
2023/06/07 11:44:55 AM GMT+5:30,26,Female,Once a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,3,3,Competitive prices,Shipping speed and reliability
2023/06/07 11:46:52 AM GMT+5:30,46,Female,Once a month,others,Sometimes,Rarely,others,First page,5,Yes,Always,High shipping costs,Always,Yes,Rarely,Sometimes,1,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability
2023/06/07 11:47:07 AM GMT+5:30,36,Female,Less than once a month,others,No,Rarely,others,Multiple pages,4,No,Never,others,Never,No,Never,Sometimes,4,Yes,4,4,User-friendly website/app interface,Product quality and accuracy
2023/06/07 11:47:44 AM GMT+5:30,40,Female,Less than once a month,Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,3,Yes,2,2,Wide product selection,Customer service responsiveness
2023/06/07 11:47:44 AM GMT+5:30,41,Male,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Yes,5,Yes,2,3,Wide product selection,Shipping speed and reliability
2023/06/07 11:48:25 AM GMT+5:30,34,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,No,3,2,Wide product selection,Scrolling option would be much better than going to next page
2023/06/07 11:54:03 AM GMT+5:30,29,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,5,No,3,3,User-friendly website/app interface,Product quality and accuracy
2023/06/07 12:01:15 PM GMT+5:30,35,Male,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Yes,3,3,Product recommendations,Product quality and accuracy
2023/06/07 12:13:39 PM GMT+5:30,32,Male,Less than once a month,Clothing and Fashion,No,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,3,Yes,1,3,Product recommendations,Reducing packaging waste
2023/06/07 12:23:07 PM GMT+5:30,41,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Yes,1,Yes,2,2,Wide product selection,Product quality and accuracy
2023/06/07 12:27:12 PM GMT+5:30,35,Female,Few times a month,Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,2,Yes,3,2,Wide product selection,Product quality and accuracy
2023/06/07 12:29:31 PM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,Yes,2,1,Competitive prices,Reducing packaging waste
2023/06/07 12:30:22 PM GMT+5:30,46,Female,Once a week,others,No,Few times a week,Keyword,Multiple pages,5,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,5,Sometimes,3,4,Wide product selection,Customer service responsiveness
2023/06/07 12:36:04 PM GMT+5:30,39,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,1,Sometimes,2,3,Wide product selection,Customer service responsiveness
2023/06/07 12:39:08 PM GMT+5:30,48,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,2,Yes,2,1,Wide product selection,Customer service responsiveness
2023/06/07 12:44:27 PM GMT+5:30,25,Male,Few times a month,others,No,Few times a week,Keyword,Multiple pages,5,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,Wide product selection,Customer service responsiveness
2023/06/07 12:50:13 PM GMT+5:30,38,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Never,No,Heavily,Yes,3,Sometimes,3,3,User-friendly website/app interface,Quality of product is very poor according to the big offers
2023/06/07 1:00:08 PM GMT+5:30,26,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Occasionally,Sometimes,1,Yes,3,3,Competitive prices,Product quality and accuracy
2023/06/07 1:00:09 PM GMT+5:30,40,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,4,Yes,Sometimes,High shipping costs,Often,Yes,Rarely,Sometimes,3,No,4,3,User-friendly website/app interface,Product quality and accuracy
2023/06/07 1:04:07 PM GMT+5:30,49,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,3,Yes,3,2,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues 
2023/06/07 1:05:41 PM GMT+5:30,30,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,Yes,4,1,Wide product selection,Product quality and accuracy
2023/06/07 1:25:26 PM GMT+5:30,24,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Maybe,Rarely,High shipping costs,Sometimes,No,Moderately,Yes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023/06/07 1:33:51 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Shipping speed and reliability
2023/06/07 1:40:37 PM GMT+5:30,27,Male,Once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,User-friendly website/app interface,Product quality and accuracy
2023/06/07 1:49:06 PM GMT+5:30,28,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,5,Yes,2,2,Competitive prices,Product quality and accuracy
2023/06/07 2:09:49 PM GMT+5:30,23,Male,Less than once a month,others,No,Few times a week,Keyword,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,2,Sometimes,3,2,User-friendly website/app interface,Product quality and accuracy
2023/06/07 2:11:50 PM GMT+5:30,46,Female,Few times a month,Home and Kitchen,Yes,Few times a week,categories,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,Yes,1,Yes,2,2,Product recommendations,Product quality and accuracy
2023/06/07 2:16:43 PM GMT+5:30,27,Male,Less than once a month,others,Sometimes,Rarely,Keyword,First page,2,Maybe,Rarely,others,Often,No,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/07 2:19:05 PM GMT+5:30,20,Female,Once a month,Home and Kitchen,No,Rarely,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,2,3,Competitive prices,Product quality and accuracy
2023/06/07 2:22:14 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,4,Yes,3,4,User-friendly website/app interface,Shipping speed and reliability
2023/06/07 2:23:02 PM GMT+5:30,29,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Customer service responsiveness
2023/06/07 2:33:56 PM GMT+5:30,29,Female,Less than once a month,Clothing and Fashion,Yes,Few times a month,others,First page,1,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,1,Yes,1,3,Wide product selection,Product quality and accuracy
2023/06/07 2:40:30 PM GMT+5:30,57,Female,Few times a month,Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,4,Yes,3,3,User-friendly website/app interface,Customer service responsiveness
2023/06/07 3:13:52 PM GMT+5:30,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,4,Yes,3,1,User-friendly website/app interface,Customer service responsiveness
2023/06/07 3:56:01 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;others,No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,1,Sometimes,3,2,Product recommendations,Product quality and accuracy
2023/06/07 3:58:52 PM GMT+5:30,15,Male,Once a month,Clothing and Fashion;others,No,Few times a week,Keyword,First page,1,Yes,Sometimes,others,Rarely,No,Heavily,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy
2023/06/07 4:10:33 PM GMT+5:30,39,Male,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy
2023/06/07 4:46:12 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,4,3,User-friendly website/app interface,Reducing packaging waste
2023/06/07 5:26:20 PM GMT+5:30,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,3,Yes,3,3,Competitive prices,Shipping speed and reliability
2023/06/07 5:58:12 PM GMT+5:30,37,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,2,Sometimes,3,2,Wide product selection,Reducing packaging waste
2023/06/07 6:15:10 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,2,2,Product recommendations,Reducing packaging waste
2023/06/07 6:16:51 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,No,3,3,User-friendly website/app interface,Reducing packaging waste
2023/06/07 6:17:42 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,3,3,Product recommendations,Reducing packaging waste
2023/06/07 6:18:37 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,No,3,2,Product recommendations,Customer service responsiveness
2023/06/07 6:20:00 PM GMT+5:30,21,Female,Once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,No,2,No,2,4,Competitive prices,Customer service responsiveness
2023/06/07 6:20:53 PM GMT+5:30,21,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,4,Yes,2,1,Product recommendations,Customer service responsiveness
2023/06/07 6:28:35 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,3,2,Competitive prices,Customer service responsiveness
2023/06/07 6:29:14 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,1,Product recommendations,Customer service responsiveness
2023/06/07 6:29:53 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,No,3,2,Product recommendations,Reducing packaging waste
2023/06/07 6:30:43 PM GMT+5:30,23,Prefer not to say,Few times a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,3,1,Competitive prices,Customer service responsiveness
2023/06/07 6:31:23 PM GMT+5:30,27,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,No,2,1,Wide product selection,Customer service responsiveness
2023/06/07 7:17:13 PM GMT+5:30,23,Female,Less than once a month,others,No,Rarely,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy
2023/06/07 8:20:23 PM GMT+5:30,47,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Heavily,Yes,5,Sometimes,3,2,Product recommendations,Product quality and accuracy
2023/06/07 8:41:53 PM GMT+5:30,54,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Heavily,Yes,1,Yes,3,3,Wide product selection,Product quality and accuracy
2023/06/07 9:16:59 PM GMT+5:30,46,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,4,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,3,No,3,3,User-friendly website/app interface,Reducing packaging waste
2023/06/07 9:17:50 PM GMT+5:30,38,Female,Once a month,others,No,Few times a week,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Yes,3,No,1,3,Competitive prices,Customer service responsiveness
2023/06/07 9:18:29 PM GMT+5:30,45,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,No,1,No,2,2,Product recommendations,Reducing packaging waste
2023/06/07 9:18:55 PM GMT+5:30,34,Male,Once a week,Clothing and Fashion,Yes,Few times a week,others,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,4,No,3,2,Product recommendations,Reducing packaging waste
2023/06/07 9:19:32 PM GMT+5:30,44,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,5,Sometimes,4,3,Competitive prices,Customer service responsiveness
2023/06/07 9:21:10 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,2,No,3,3,Competitive prices,Customer service responsiveness
2023/06/07 9:21:50 PM GMT+5:30,32,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,3,No,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,4,No,4,5,Product recommendations,Customer service responsiveness
2023/06/07 9:22:24 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Occasionally,Yes,2,No,4,3,Product recommendations,Product quality and accuracy
2023/06/07 9:23:39 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,First page,2,Maybe,Always,Found a better price elsewhere,Often,Yes,Rarely,No,2,No,3,2,Product recommendations,Customer service responsiveness
2023/06/07 9:23:41 PM GMT+5:30,23,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy
2023/06/07 9:35:08 PM GMT+5:30,19,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Yes,4,Yes,2,2,User-friendly website/app interface,Customer service responsiveness
2023/06/07 9:35:23 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;others,No,Few times a month,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,Yes,5,No,4,1,Wide product selection,Shipping speed and reliability
2023/06/07 9:53:52 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,2,Yes,3,3,Product recommendations,Customer service responsiveness
2023/06/07 9:54:24 PM GMT+5:30,34,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,3,No,3,3,Product recommendations,Customer service responsiveness
2023/06/07 9:54:56 PM GMT+5:30,34,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,3,No,2,4,Product recommendations,Reducing packaging waste
2023/06/07 10:07:42 PM GMT+5:30,34,Female,Once a month,Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,4,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,No,4,4,Wide product selection,Product quality and accuracy
2023/06/07 10:09:17 PM GMT+5:30,23,Prefer not to say,Few times a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Occasionally,No,2,Yes,2,3,Wide product selection,Customer service responsiveness
2023/06/07 10:09:54 PM GMT+5:30,45,Female,Once a week,Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,2,Maybe,Always,High shipping costs,Rarely,Yes,Moderately,No,3,Sometimes,2,3,Competitive prices,Customer service responsiveness
2023/06/07 10:10:26 PM GMT+5:30,23,Female,Once a week,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,3,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,No,2,1,Competitive prices,Shipping speed and reliability
2023/06/07 10:10:58 PM GMT+5:30,34,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/07 10:11:28 PM GMT+5:30,37,Female,Once a week,Beauty and Personal Care,No,Few times a week,categories,First page,2,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,3,No,3,3,Product recommendations,Reducing packaging waste
2023/06/07 10:16:22 PM GMT+5:30,34,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,No,3,2,Competitive prices,Customer service responsiveness
2023/06/07 10:16:54 PM GMT+5:30,23,Others,Once a month,Groceries and Gourmet Food,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/07 10:17:40 PM GMT+5:30,45,Female,Once a week,others,No,Rarely,Keyword,Multiple pages,2,No,Sometimes,others,Often,No,Occasionally,No,3,No,3,3,User-friendly website/app interface,Reducing packaging waste
2023/06/07 10:20:09 PM GMT+5:30,26,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Never,Yes,3,Yes,1,3,Wide product selection,User interface 
2023/06/07 10:21:00 PM GMT+5:30,34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,4,Competitive prices,Customer service responsiveness
2023/06/07 10:35:06 PM GMT+5:30,21,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,No,3,No,3,5,Product recommendations,Product quality and accuracy
2023/06/07 10:38:51 PM GMT+5:30,23,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,4,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/07 10:39:21 PM GMT+5:30,41,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,3,Yes,3,4,Wide product selection,Irrelevant product suggestions
2023/06/07 10:40:10 PM GMT+5:30,32,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,3,Competitive prices,Customer service responsiveness
2023/06/07 10:41:10 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,Sometimes,3,3,Competitive prices,Shipping speed and reliability
2023/06/07 10:42:24 PM GMT+5:30,22,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy
2023/06/07 10:44:42 PM GMT+5:30,48,Female,Multiple times a week,Clothing and Fashion,Yes,Rarely,Keyword,First page,4,No,Rarely,High shipping costs,Rarely,No,Moderately,No,1,Sometimes,2,2,Wide product selection,Shipping speed and reliability
2023/06/07 10:58:04 PM GMT+5:30,32,Male,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/07 10:59:06 PM GMT+5:30,28,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste
2023/06/07 11:00:15 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/07 11:01:42 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,No,Few times a week,categories,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/07 11:02:45 PM GMT+5:30,26,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,4,Sometimes,3,3,Competitive prices,Reducing packaging waste
2023/06/07 11:03:50 PM GMT+5:30,34,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,4,Sometimes,3,3,User-friendly website/app interface,Reducing packaging waste
2023/06/07 11:05:19 PM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/07 11:06:40 PM GMT+5:30,22,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/07 11:07:55 PM GMT+5:30,32,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023/06/07 11:08:52 PM GMT+5:30,47,Female,Once a month,Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,2,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Yes,3,Sometimes,2,3,User-friendly website/app interface,Shipping speed and reliability
2023/06/07 11:10:09 PM GMT+5:30,22,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/08 3:23:21 AM GMT+5:30,47,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,Yes,2,2,Competitive prices,Product quality and accuracy
